Function name	Segment	Start	Length	Locals	Arguments	R	F	L	M	S	B	T	=
sub_45D350	.text	0045D350	0000003B	00000000	00000000	R	.	.	.	.	.	.	.
sub_45D390	.text	0045D390	0000003F	00000000	00000000	R	.	.	.	.	.	T	.
sub_45D3D0	.text	0045D3D0	0000003D	00000000	00000004	R	.	.	.	.	.	.	.
sub_45D410	.text	0045D410	00000065	00000000	00000004	R	.	.	.	.	.	.	.
sub_45D480	.text	0045D480	0000001E	00000000	00000004	R	.	.	.	.	.	.	.
sub_45D4A0	.text	0045D4A0	00000621	000000B0	00000004	R	.	.	.	.	.	.	.
sub_45DAD0	.text	0045DAD0	00000290	00000008	00000008	R	.	.	.	.	.	.	.
sub_45DD80	.text	0045DD80	000000B4	0000004C	00000004	.	.	.	.	.	.	.	.
sub_45DFE0	.text	0045DFE0	00000137	0000004C	00000004	R	.	.	.	.	.	.	.
sub_45E120	.text	0045E120	0000007D	00000000	00000004	R	.	.	.	.	.	.	.
sub_45E1A0	.text	0045E1A0	00000054	00000000	00000004	R	.	.	.	.	.	.	.
EntityJdgeCallback0x14_45E200	.text	0045E200	0000074C	00000050	00000004	R	.	.	.	.	.	.	.
UNK_DrawSplineMarkers_maybelol_45E970	.text	0045E970	000000C0	000001D0	00000008	R	.	.	.	.	.	T	.
EntityJdgeCallback0x1C_45EA30	.text	0045EA30	0000053E	00000018	00000004	R	.	.	.	.	.	T	.
sub_45EF70	.text	0045EF70	000002C0	00000014	00000004	R	.	.	.	.	.	.	.
sub_45F230	.text	0045F230	00000C3B	00000650	00000004	R	.	.	.	.	.	.	.
sub_45FE70	.text	0045FE70	000004A1	0000012C	00000014	R	.	.	.	.	.	.	.
sub_460320	.text	00460320	000000CB	00000008	00000000	R	.	.	.	.	.	.	.
sub_4603F0	.text	004603F0	00000552	0000000C	00000004	R	.	.	.	.	.	T	.
UNK_UiDrawRaceHud_maybe_460950	.text	00460950	0000079C	00000140	00000008	R	.	.	.	.	.	T	.
sub_4610F0	.text	004610F0	00000054	00000000	00000000	R	.	.	.	.	.	.	.
sub_461150	.text	00461150	00000091	00000004	00000004	R	.	.	.	.	.	.	.
Unk_swrRace_InRaceEngineUI_4611F0	.text	004611F0	00001129	000000DC	00000008	R	.	.	.	.	.	T	.
UNK_UiDrawRaceEnd_maybe_462320	.text	00462320	00000748	00000040	00000008	R	.	.	.	.	.	T	.
sub_462A70	.text	00462A70	000000A8	00000004	00000008	R	.	.	.	.	.	.	.
Unk_UiDrawRace_462B20	.text	00462B20	000001C1	00000050	00000008	R	.	.	.	.	.	T	.
sub_462CF0	.text	00462CF0	00000041	00000004	00000000	R	.	.	.	.	.	.	.
sub_462D40	.text	00462D40	00000041	00000004	00000000	R	.	.	.	.	.	.	.
sub_462DA0	.text	00462DA0	000006F3	00000018	00000004	R	.	.	.	.	.	T	.
sub_4634A0	.text	004634A0	000000D5	00000004	00000004	R	.	.	.	.	.	.	.
EntityJdgeCallback0x20_463580	.text	00463580	000004C6	000000EC	00000004	R	.	.	.	.	.	T	.
EntityJdgeCallback0x24_463A50	.text	00463A50	0000046B	00000050	0000000C	R	.	.	.	.	.	T	.
sub_463EC0	.text	00463EC0	0000012C	00000020	0000000C	R	.	.	.	.	.	T	.
sub_463FF0	.text	00463FF0	00000014	00000000	00000008	R	.	.	.	.	.	.	.
sub_464010	.text	00464010	00000617	00000028	00000005	R	.	.	.	.	.	.	.
sub_464630	.text	00464630	00000555	00000010	0000000C	R	.	.	.	.	.	.	.
sub_464B90	.text	00464B90	0000060B	00000010	0000000C	R	.	.	.	.	.	.	.
sub_4651A0	.text	004651A0	00000043	00000004	00000000	R	.	.	.	.	.	.	.
sub_4651F0	.text	004651F0	00000040	00000000	00000004	R	.	.	.	.	.	.	.
sub_465230	.text	00465230	000000D4	00000010	00000000	R	.	.	.	.	.	.	.
sub_465310	.text	00465310	000000D4	00000010	00000000	R	.	.	.	.	.	.	.
sub_4653F0	.text	004653F0	00000081	00000004	00000000	R	.	.	.	.	.	.	.
sub_465480	.text	00465480	00000080	00000018	00000004	R	.	.	.	.	.	.	.
sub_465500	.text	00465500	00000006	00000000	00000000	R	.	.	.	.	.	.	.
sub_465510	.text	00465510	0000030D	00000010	00000004	R	.	.	.	.	.	.	.
sub_465820	.text	00465820	00000017	00000000	00000008	R	.	.	.	.	.	.	.
sub_465840	.text	00465840	0000013F	00000040	0000000C	R	.	.	.	.	.	T	.
UNK_InitializePodRaceData_465980	.text	00465980	00000324	00000094	00000020	R	.	.	.	.	.	T	.
sub_465CB0	.text	00465CB0	0000004D	0000000C	00000004	R	.	.	.	.	.	.	.
sub_465D00	.text	00465D00	00000050	00000008	00000004	R	.	.	.	.	.	.	.
sub_465D50	.text	00465D50	0000061F	000000BC	00000004	R	.	.	.	.	.	.	.
sub_466370	.text	00466370	00000068	00000024	00000000	R	.	.	.	.	.	.	.
sub_4663E0	.text	004663E0	000003FC	000001FC	00000008	R	.	.	.	.	.	.	.
sub_4667E0	.text	004667E0	000003EC	00000104	00000004	R	.	.	.	.	.	.	.
sub_466BD0	.text	00466BD0	00000265	00000010	00000008	R	.	.	.	.	.	T	.
sub_466E40	.text	00466E40	0000007A	00000000	00000005	R	.	.	.	.	.	.	.
sub_466EC0	.text	00466EC0	00000C8A	00000044	00000008	R	.	.	.	.	.	T	.
sub_467C80	.text	00467C80	00000047	00000000	00000014	R	.	.	.	.	.	.	.
EntityElmoCallback0x14_467CD0	.text	00467CD0	000007C8	00000024	00000004	R	.	.	.	.	.	.	.
EntityElmoCallback0x20_468570	.text	00468570	000000EF	00000008	00000004	R	.	.	.	.	.	.	.
EntityElmoCallback0x24_468660	.text	00468660	00000047	00000000	00000008	R	.	.	.	.	.	.	.
sub_4686B0	.text	004686B0	00000147	00000008	00000010	R	.	.	.	.	.	.	.
sub_468800	.text	00468800	000001F5	00000060	00000018	R	.	.	.	.	.	.	.
sub_468A30	.text	00468A30	00000296	00000000	0000000C	R	.	.	.	.	.	.	.
sub_468D00	.text	00468D00	00000045	00000004	00000004	R	.	.	.	.	.	.	.
sub_468D50	.text	00468D50	00000290	0000001C	00000004	R	.	.	.	.	.	T	.
sub_468FE0	.text	00468FE0	00000025	00000000	00000008	R	.	.	.	.	.	.	.
sub_469010	.text	00469010	00000057	00000000	00000000	R	.	.	.	.	.	.	.
sub_469070	.text	00469070	00000147	00000038	00000004	R	.	.	.	.	.	.	.
sub_4691C0	.text	004691C0	0000003A	00000004	00000004	R	.	.	.	.	.	.	.
sub_469200	.text	00469200	0000002C	00000004	00000008	R	.	.	.	.	.	.	.
sub_469230	.text	00469230	00000063	00000008	00000004	R	.	.	.	.	.	T	.
sub_4692A0	.text	004692A0	000000E0	00000018	00000004	R	.	.	.	.	.	.	.
sub_469380	.text	00469380	000007C9	00000108	00000004	R	.	.	.	.	.	.	.
sub_469B50	.text	00469B50	00000035	00000040	0000000C	R	.	.	.	.	.	.	.
sub_469B90	.text	00469B90	00000051	00000000	00000004	R	.	.	.	.	.	T	.
sub_469BF0	.text	00469BF0	0000003D	00000000	00000000	R	.	.	.	.	.	.	.
sub_469C30	.text	00469C30	0000023A	00000014	0000000C	R	.	.	.	.	.	T	.
sub_469E70	.text	00469E70	00000055	0000000C	00000004	R	.	.	.	.	.	.	.
EntitySmokCallback0x14_469ED0	.text	00469ED0	000000D3	0000000C	00000004	R	.	.	.	.	.	.	.
EntitySmokCallback0x20_469FB0	.text	00469FB0	0000054D	00000098	00000004	R	.	.	.	.	.	T	.
EntitySmokCallback0x24_46A500	.text	0046A500	000000D7	00000010	00000008	R	.	.	.	.	.	.	.
sub_46A5E0	.text	0046A5E0	0000000A	00000000	00000004	R	.	.	.	.	.	.	.
sub_46A5F0	.text	0046A5F0	00000309	00000014	00000014	R	.	.	.	.	.	T	.
sub_46A920	.text	0046A920	0000001A	00000000	00000008	R	.	.	.	.	.	.	.
sub_46A940	.text	0046A940	0000001A	00000000	00000008	R	.	.	.	.	.	.	.
sub_46A960	.text	0046A960	00000010	00000000	00000008	R	.	.	.	.	.	.	.
sub_46A970	.text	0046A970	00000013	00000000	00000008	R	.	.	.	.	.	.	.
EnableEngineDebugFlag_maybe_46A990	.text	0046A990	00000023	00000000	00000008	R	.	.	.	.	.	T	.
CheckWhichEngineHalvesAreRepairingOrUnk_maybe_46A9C0	.text	0046A9C0	00000028	00000000	00000004	R	.	.	.	.	.	T	.
sub_46A9F0	.text	0046A9F0	0000003E	00000000	00000004	R	.	.	.	.	.	.	.
UNK_ProcessEngineFireDamage_46AA30	.text	0046AA30	000000DE	00000010	00000004	R	.	.	.	.	.	T	.
UNK_RepairHandler_46AB10	.text	0046AB10	000003A7	00000024	00000004	R	.	.	.	.	.	T	.
sub_46AEC0	.text	0046AEC0	0000005E	00000000	00000010	R	.	.	.	.	.	.	.
sub_46AF20	.text	0046AF20	0000050E	00000080	00000004	R	.	.	.	.	.	.	.
sub_46B430	.text	0046B430	0000016F	0000006C	00000004	R	.	.	.	.	.	T	.
UNK_ManualTiltHandler_46B5A0	.text	0046B5A0	000000CF	00000000	00000008	R	.	.	.	.	.	T	.
UNK_RaceCompletionRelated_maybe_46B670	.text	0046B670	000003B7	00000010	00000004	R	.	.	.	.	.	.	.
sub_46BA30	.text	0046BA30	000000FF	00000034	00000004	R	.	.	.	.	.	.	.
sub_46BB30	.text	0046BB30	00000017	00000000	00000004	R	.	.	.	.	.	.	.
sub_46BB50	.text	0046BB50	0000001C	00000000	00000004	R	.	.	.	.	.	.	.
sub_46BB70	.text	0046BB70	000000DA	00000024	00000004	R	.	.	.	.	.	T	.
sub_46BC50	.text	0046BC50	000000CE	0000000C	00000010	R	.	.	.	.	.	.	.
UNK_BoostChargeHandler_46BD20	.text	0046BD20	00000199	0000000C	00000004	R	.	.	.	.	.	T	.
sub_46BEC0	.text	0046BEC0	00000F4F	00000070	00000004	R	.	.	.	.	.	T	.
sub_46CE30	.text	0046CE30	000000CD	00000004	00000004	R	.	.	.	.	.	T	.
UNK_CalculateTargetTurnRateMAYBE_46CF00	.text	0046CF00	00000134	00000004	00000004	R	.	.	.	.	.	T	.
sub_46D040	.text	0046D040	000000B1	00000028	00000004	R	.	.	.	.	.	T	.
sub_46D100	.text	0046D100	00000065	00000004	00000004	R	.	.	.	.	.	.	.
EntityTestCallback0x14_46D170	.text	0046D170	00000342	00000100	00000004	R	.	.	.	.	.	T	.
sub_46D4C0	.text	0046D4C0	000000F5	00000008	00000004	R	.	.	.	.	.	.	.
sub_46D5C0	.text	0046D5C0	00000044	00000004	00000008	R	.	.	.	.	.	T	.
sub_46D610	.text	0046D610	00000032	00000004	00000004	R	.	.	.	.	.	.	.
sub_46D650	.text	0046D650	0000003E	00000000	00000004	R	.	.	.	.	.	.	.
sub_46D690	.text	0046D690	00000003	00000000	00000000	R	.	.	.	.	.	.	.
sub_46D6A0	.text	0046D6A0	0000008C	00000000	00000004	R	.	.	.	.	.	T	.
sub_46D730	.text	0046D730	00000069	00000000	00000018	R	.	.	.	.	.	T	.
sub_46D7A0	.text	0046D7A0	00000521	00000028	00000008	R	.	.	.	.	.	T	.
sub_46DCD0	.text	0046DCD0	000001C5	0000000C	00000004	R	.	.	.	.	.	.	.
sub_46DEA0	.text	0046DEA0	000002A2	00000080	00000004	R	.	.	.	.	.	.	.
sub_46E150	.text	0046E150	0000016F	00000004	00000004	R	.	.	.	.	.	T	.
sub_46E2C0	.text	0046E2C0	00000487	00000040	00000004	R	.	.	.	.	.	.	.
sub_46E750	.text	0046E750	000000F2	00000010	00000004	R	.	.	.	.	.	.	.
sub_46E850	.text	0046E850	000000B2	00000008	00000004	R	.	.	.	.	.	.	.
sub_46E910	.text	0046E910	00000038	00000000	00000008	R	.	.	.	.	.	.	.
sub_46E950	.text	0046E950	00000299	00000064	00000010	R	.	.	.	.	.	T	.
sub_46EBF0	.text	0046EBF0	000000DA	00000040	00000004	R	.	.	.	.	.	T	.
sub_46ECD0	.text	0046ECD0	00000149	00000028	0000000C	R	.	.	.	.	.	T	.
sub_46EE20	.text	0046EE20	000002BF	00000024	00000004	R	.	.	.	.	.	T	.
sub_46F0E0	.text	0046F0E0	000001DE	00000094	00000018	R	.	.	.	.	.	T	.
sub_46F2C0	.text	0046F2C0	00000690	0000005C	00000010	R	.	.	.	.	.	T	.
sub_46F9A0	.text	0046F9A0	000003BB	000000D8	00000004	R	.	.	.	.	.	T	.
sub_46FD60	.text	0046FD60	00000790	0000007C	0000001C	R	.	.	.	.	.	T	.
sub_470510	.text	00470510	000000B2	00000004	00000020	R	.	.	.	.	.	T	.
VehicleUpdatePosition_maybe_4705D0	.text	004705D0	00000038	0000000C	00000010	R	.	.	.	.	.	T	.
EntityTestCallback0x20_470610	.text	00470610	00000387	00000030	00000004	R	.	.	.	.	.	T	.
sub_4709A0	.text	004709A0	0000009F	00000008	00000004	R	.	.	.	.	.	T	.
sub_470A40	.text	00470A40	00000097	00000004	00000004	R	.	.	.	.	.	T	.
sub_470AE0	.text	00470AE0	00000C7E	00000154	00000004	R	.	.	.	.	.	.	.
sub_471760	.text	00471760	00000FEB	00000108	00000004	R	.	.	.	.	.	T	.
sub_472750	.text	00472750	000002F1	00000078	00000010	R	.	.	.	.	.	.	.
UNK_CharacterSpecificStatRelated_472A50	.text	00472A50	00001388	000000C8	00000004	R	.	.	.	.	.	T	.
sub_473E40	.text	00473E40	000000FC	00000084	00000008	R	.	.	.	.	.	.	.
sub_473F40	.text	00473F40	0000028F	00000068	00000008	R	.	.	.	.	.	T	.
sub_4741D0	.text	004741D0	000002D6	00000020	00000005	R	.	.	.	.	.	T	.
sub_4744B0	.text	004744B0	000001FC	00000044	0000000C	R	.	.	.	.	.	.	.
sub_4746B0	.text	004746B0	000002B1	00000098	00000004	R	.	.	.	.	.	.	.
sub_474970	.text	00474970	00000353	000000DC	00000008	R	.	.	.	.	.	.	.
UNK_ApplyEngineSegmentDamage_474CD0	.text	00474CD0	000000A6	00000000	0000000C	R	.	.	.	.	.	T	.
EntityTestCallback0x24_474D80	.text	00474D80	00000D47	00000030	0000000C	R	.	.	.	.	.	.	.
sub_475AD0	.text	00475AD0	000008BF	0000007C	00000028	R	.	.	.	.	.	.	.
sub_476390	.text	00476390	00000110	00000028	00000010	R	.	.	.	.	.	.	.
sub_4764A0	.text	004764A0	0000003B	00000000	00000004	R	.	.	.	.	.	.	.
sub_4764E0	.text	004764E0	0000025B	00000034	00000024	R	.	.	.	.	.	T	.
sub_476740	.text	00476740	00000372	00000164	00000014	R	.	.	.	.	.	T	.
sub_476AC0	.text	00476AC0	000003DA	00000050	00000008	R	.	.	.	.	.	.	.
UNK_TerrainHandler_476EA0	.text	00476EA0	0000044E	00000014	00000004	R	.	.	.	.	.	.	.
sub_4772F0	.text	004772F0	000001FD	00000050	0000000C	R	.	.	.	.	.	.	.
ExecuteGravity_4774F0	.text	004774F0	00000354	00000038	0000000C	R	.	.	.	.	.	T	.
sub_477850	.text	00477850	000000EF	00000014	00000018	R	.	.	.	.	.	T	.
sub_477940	.text	00477940	00000183	0000006C	0000000C	R	.	.	.	.	.	T	.
UNK_CalculateTiltFromTurn_477AD0	.text	00477AD0	00000158	00000014	00000010	R	.	.	.	.	.	T	.
sub_477C30	.text	00477C30	000007AE	00000130	0000000C	R	.	.	.	.	.	.	.
ApplyAcceleration_4783E0	.text	004783E0	0000040F	00000008	00000004	R	.	.	.	.	.	.	.
ApplyBoost_4787F0	.text	004787F0	000000C6	00000008	00000004	R	.	.	.	.	.	.	.
CalculateHeat_4788C0	.text	004788C0	000001A1	00000014	00000004	R	.	.	.	.	.	T	.
CalculateTraction_478A70	.text	00478A70	00000307	00000010	00000010	R	.	.	.	.	.	T	.
CalculateSpeed_478D80	.text	00478D80	00000444	00000040	00000010	R	.	.	.	.	.	T	.
sub_4791D0	.text	004791D0	00000377	00000048	0000001C	R	.	.	.	.	.	T	.
sub_479550	.text	00479550	000003CB	00000048	0000001C	R	.	.	.	.	.	T	.
sub_479920	.text	00479920	00000414	0000005C	0000000C	R	.	.	.	.	.	.	.
sub_479D40	.text	00479D40	000000C4	00000040	00000004	R	.	.	.	.	.	.	.
sub_479E10	.text	00479E10	000003ED	000000D0	00000014	R	.	.	.	.	.	T	.
sub_47A200	.text	0047A200	0000019D	0000006C	00000010	R	.	.	.	.	.	T	.
sub_47A3A0	.text	0047A3A0	0000026B	00000040	00000008	R	.	.	.	.	.	.	.
UNK_CalculateGravityTubeRoll_maybe_47A610	.text	0047A610	0000031F	000000A4	00000008	R	.	.	.	.	.	.	.
sub_47A930	.text	0047A930	00000208	00000018	00000004	R	.	.	.	.	.	.	.
EntityTestCallback0x18_VehicleOrientationRelated_47AB40	.text	0047AB40	0000039E	00000030	00000004	R	.	.	.	.	.	T	.
sub_47AEE0	.text	0047AEE0	0000011C	0000000C	00000020	R	.	.	.	.	.	T	.
UNK_DeathSpeedHandler_47B000	.text	0047B000	000000B4	00000004	0000000C	R	.	.	.	.	.	T	.
sub_47B0C0	.text	0047B0C0	00000455	00000124	00000004	R	.	.	.	.	.	T	.
EntityTestCallback0x1C_SuperFunction??_47B520	.text	0047B520	000004B6	00000048	00000004	R	.	.	.	.	.	T	.
EntityTossCallback0x1C_47B9E0	.text	0047B9E0	00000046	00000004	00000004	R	.	.	.	.	.	.	.
EntityTossCallback0x20_47BA30	.text	0047BA30	00000168	0000005C	00000004	R	.	.	.	.	.	.	.
EntityTossCallback0x24_47BBA0	.text	0047BBA0	0000009E	00000004	00000008	R	.	.	.	.	.	.	.
sub_47BC40	.text	0047BC40	0000008C	00000008	0000001C	R	.	.	.	.	.	.	.
sub_47BCD0	.text	0047BCD0	0000000A	00000000	00000004	R	.	.	.	.	.	.	.
sub_47BCE0	.text	0047BCE0	00000095	0000000C	00000004	R	.	.	.	.	.	.	.
sub_47BD80	.text	0047BD80	0000011A	00000014	00000010	R	.	.	.	.	.	.	.
sub_47BEA0	.text	0047BEA0	00000039	00000004	00000004	R	.	.	.	.	.	.	.
sub_47BEE0	.text	0047BEE0	00000039	00000004	00000004	R	.	.	.	.	.	.	.
sub_47BF20	.text	0047BF20	00000045	00000000	00000004	R	.	.	.	.	.	.	.
sub_47BF70	.text	0047BF70	0000010A	00000008	00000004	R	.	.	.	.	.	.	.
sub_47C080	.text	0047C080	00000068	00000010	00000004	R	.	.	.	.	.	.	.
sub_47C0F0	.text	0047C0F0	0000003F	00000004	00000004	R	.	.	.	.	.	.	.
sub_47C130	.text	0047C130	0000005C	0000000C	00000004	R	.	.	.	.	.	.	.
sub_47C190	.text	0047C190	00000194	0000003C	00000008	R	.	.	.	.	.	.	.
sub_47C330	.text	0047C330	00000059	00000014	00000004	R	.	.	.	.	.	.	.
EntityTrigCallback0x14_47C390	.text	0047C390	0000016B	00000004	00000004	R	.	.	.	.	.	.	.
EntityTrigCallback0x1C_47C500	.text	0047C500	0000020E	00000050	00000004	R	.	.	.	.	.	.	.
EntityTrigCallback0x24_47C710	.text	0047C710	000000B6	00000008	00000008	R	.	.	.	.	.	.	.
sub_47C7D0	.text	0047C7D0	00000147	0000008C	00000004	R	.	.	.	.	.	.	.
sub_47C920	.text	0047C920	0000016D	00000054	00000008	R	.	.	.	.	.	.	.
sub_47CA90	.text	0047CA90	00000300	00000070	00000008	R	.	.	.	.	.	T	.
sub_47CD90	.text	0047CD90	000000C7	00000044	00000008	R	.	.	.	.	.	.	.
UNK_HandleTriggers_47CE60	.text	0047CE60	0000047E	00000124	00000009	R	.	.	.	.	.	T	.
sub_47D310	.text	0047D310	00000066	00000004	0000000C	R	.	.	.	.	.	.	.
sub_47D380	.text	0047D380	00000508	0000005C	00000008	R	.	.	.	.	.	.	.
sub_47D890	.text	0047D890	0000017B	00000014	00000000	R	.	.	.	.	.	.	.
sub_47DA10	.text	0047DA10	00000225	00000008	00000004	R	.	.	.	.	.	.	.
sub_47DC40	.text	0047DC40	00000146	00000014	00000004	R	.	.	.	.	.	.	.
sub_47DD90	.text	0047DD90	0000002C	00000000	00000000	R	.	.	.	.	.	.	.
sub_47DDC0	.text	0047DDC0	0000068B	0000004C	0000000C	R	.	.	.	.	.	.	.
sub_47E450	.text	0047E450	00000121	00000094	00000004	R	.	.	.	.	.	.	.
sub_47E580	.text	0047E580	000001DF	00000010	00000008	R	.	.	.	.	.	T	.
sub_47E760	.text	0047E760	00000022	00000000	00000004	R	.	.	.	.	.	.	.
sub_47E790	.text	0047E790	00000030	00000008	00000004	R	.	.	.	.	.	.	.
sub_47E7C0	.text	0047E7C0	0000001B	00000000	00000004	R	.	.	.	.	.	.	.
sub_47E7E0	.text	0047E7E0	0000004B	00000004	00000008	R	.	.	.	.	.	.	.
sub_47E830	.text	0047E830	00000036	00000000	00000008	R	.	.	.	.	.	.	.
sub_47E870	.text	0047E870	00000007	00000000	00000000	R	.	.	.	.	.	.	.
sub_47E880	.text	0047E880	00000030	00000004	00000008	R	.	.	.	.	.	.	.
sub_47E8B0	.text	0047E8B0	00000165	00000014	00000008	R	.	.	.	.	.	.	.
sub_47EA20	.text	0047EA20	0000012B	0000006C	00000010	R	.	.	.	.	.	T	.
sub_47EB50	.text	0047EB50	0000000D	00000000	00000008	R	.	.	.	.	.	.	.
sub_47EB60	.text	0047EB60	0000017A	00000050	00000008	R	.	.	.	.	.	.	.
sub_47ECE0	.text	0047ECE0	0000013E	000000CC	00000008	R	.	.	.	.	.	T	.
sub_47EE20	.text	0047EE20	00000232	0000003C	00000014	R	.	.	.	.	.	T	.
sub_47F060	.text	0047F060	000003E7	000000A4	00000010	R	.	.	.	.	.	T	.
sub_47F450	.text	0047F450	0000001D	00000000	00000010	R	.	.	.	.	.	T	.
sub_47F470	.text	0047F470	00000241	00000048	0000000C	R	.	.	.	.	.	T	.
sub_47F6C0	.text	0047F6C0	0000002A	00000004	00000004	R	.	.	.	.	.	.	.
sub_47F6F0	.text	0047F6F0	0000010D	00000204	00000008	R	.	.	.	.	.	.	.
sub_47F800	.text	0047F800	00000007	00000000	00000000	R	.	.	.	.	.	.	.
UNK_LapProgress_47F810	.text	0047F810	00000079	0000000C	00000004	R	.	.	.	.	B	.	.
sub_47F890	.text	0047F890	00000044	00000008	00000004	R	.	.	.	.	.	.	.
UNK_LapTiming_maybe_47F8E0	.text	0047F8E0	000002C7	00000060	00000010	R	.	.	.	.	.	.	.
sub_47FBB0	.text	0047FBB0	000000ED	00000010	00000004	R	.	.	.	.	.	T	.
sub_47FCA0	.text	0047FCA0	00000125	00000064	00000004	R	.	.	.	.	.	.	.
UNK_LapCompletion_47FDD0	.text	0047FDD0	000001D3	0000000C	00000008	R	.	.	.	.	.	T	.
sub_47FFB0	.text	0047FFB0	0000010D	0000000C	00000008	R	.	.	.	.	.	T	.
sub_4800C0	.text	004800C0	000000A9	00000000	00000004	R	.	.	.	.	.	.	.
sub_480170	.text	00480170	0000030A	000000C0	00000018	R	.	.	.	.	.	T	.
sub_480480	.text	00480480	00000014	00000000	00000008	R	.	.	.	.	.	.	.
___setargv_0	.text	004804A0	0000000B	00000000	00000000	R	.	L	.	.	.	.	.
Unk_swrGui_Stop_4804B0	.text	004804B0	0000000A	00000000	00000004	R	.	.	.	.	.	.	.
Global_IncTimer_maybe_480540	.text	00480540	00000105	00000008	00000000	R	.	.	.	.	.	.	.
GetDecelerationFactor_480650	.text	00480650	00000019	00000000	00000008	R	.	.	.	.	.	T	.
Sqrt_480670	.text	00480670	00000013	00000008	00000004	R	.	.	.	.	B	T	.
sub_480690	.text	00480690	00000097	00000000	0000000C	R	.	.	.	.	.	.	.
sub_480730	.text	00480730	00000118	00000010	00000010	R	.	.	.	.	.	.	.
sub_480850	.text	00480850	00000040	00000004	00000010	R	.	.	.	.	.	.	.
sub_480890	.text	00480890	00000060	00000000	0000000C	R	.	.	.	.	.	.	.
sub_4808F0	.text	004808F0	0000017A	0000000C	00000010	R	.	.	.	.	.	.	.
sub_480A70	.text	00480A70	00000345	00000050	0000001C	R	.	.	.	.	.	.	.
sub_480DC0	.text	00480DC0	00000332	00000044	0000001C	R	.	.	.	.	.	T	.
sub_481100	.text	00481100	0000011F	00000008	00000014	R	.	.	.	.	.	T	.
sub_481220	.text	00481220	00000179	0000001C	00000014	R	.	.	.	.	.	.	.
sub_4813A0	.text	004813A0	0000017D	00000030	00000010	R	.	.	.	.	.	T	.
sub_481520	.text	00481520	000000F2	0000000C	00000008	R	.	.	.	.	.	.	.
sub_481620	.text	00481620	00000086	00000020	00000008	R	.	.	.	.	.	.	.
RNG_4816B0	.text	004816B0	0000003D	00000000	00000000	R	.	.	.	.	.	.	.
sub_4816F0	.text	004816F0	000002B3	00000094	00000010	R	.	.	.	.	.	.	.
sub_4819B0	.text	004819B0	00000171	00000048	00000008	R	.	.	.	.	.	.	.
sub_481B30	.text	00481B30	000000AA	00000010	00000008	R	.	.	.	.	.	.	.
sub_481BE0	.text	00481BE0	00000050	00000010	00000014	R	.	.	.	.	.	.	.
sub_481C30	.text	00481C30	000003C3	00000024	00000020	R	.	.	.	.	.	T	.
sub_482000	.text	00482000	00000112	00000050	0000000C	R	.	.	.	.	.	.	.
sub_482120	.text	00482120	000001FB	000000AC	00000020	R	.	.	.	.	.	.	.
sub_482320	.text	00482320	00000366	0000005C	00000018	R	.	.	.	.	.	.	.
sub_482690	.text	00482690	0000011B	0000001C	0000001C	R	.	.	.	.	.	.	.
sub_4827B0	.text	004827B0	00000069	00000008	00000004	R	.	.	.	.	.	T	.
sub_482820	.text	00482820	00000419	0000009C	00000024	R	.	.	.	.	.	.	.
sub_482C40	.text	00482C40	00000182	00000058	0000001C	R	.	.	.	.	.	.	.
sub_482DD0	.text	00482DD0	00000047	00000040	00000014	R	.	.	.	.	.	.	.
sub_482E20	.text	00482E20	00000027	00000000	00000000	R	.	.	.	.	.	.	.
j_nullsub_2	.text	00482E50	00000005	00000000	00000000	R	.	.	.	.	.	.	.
sub_482E60	.text	00482E60	00000078	00000004	00000004	R	.	.	.	.	.	T	.
sub_482EE0	.text	00482EE0	0000002F	00000000	00000004	R	.	.	.	.	.	.	.
sub_482F10	.text	00482F10	000001C5	0000001C	00000004	R	.	.	.	.	.	T	.
sub_4830E0	.text	004830E0	000000E2	00000018	00000004	R	.	.	.	.	.	.	.
sub_4831D0	.text	004831D0	00000060	00000008	00000014	R	.	.	.	.	.	.	.
sub_483230	.text	00483230	00000035	00000000	00000008	R	.	.	.	.	.	.	.
sub_483270	.text	00483270	00000238	00000004	00000004	R	.	.	.	.	.	.	.
sub_4834B0	.text	004834B0	000000D5	00000004	00000000	R	.	.	.	.	.	.	.
sub_483590	.text	00483590	000000F2	00000000	00000018	R	.	.	.	.	.	T	.
sub_483690	.text	00483690	000000BF	00000000	00000008	R	.	.	.	.	.	.	.
sub_483750	.text	00483750	000000E7	000000D0	00000004	R	.	.	.	.	.	.	.
sub_483840	.text	00483840	00000120	00000028	00000010	R	.	.	.	.	.	.	.
sub_483960	.text	00483960	000000DF	00000020	00000010	R	.	.	.	.	.	.	.
sub_483A40	.text	00483A40	00000013	00000000	00000004	R	.	.	.	.	.	.	.
sub_483A60	.text	00483A60	00000024	00000000	0000000A	R	.	.	.	.	.	.	.
sub_483A90	.text	00483A90	00000107	00000004	00000004	R	.	.	.	.	.	.	.
sub_483BA0	.text	00483BA0	0000000E	00000000	00000000	R	.	.	.	.	.	.	.
sub_483BB0	.text	00483BB0	0000002F	00000004	00000004	R	.	.	.	.	.	.	.
UNK_DebugDisplayPosComp_maybe_483BE0	.text	00483BE0	000000BE	00000048	00000004	R	.	.	.	.	.	T	.
sub_483CA0	.text	00483CA0	0000000E	00000000	00000000	R	.	.	.	.	.	.	.
sub_483CB0	.text	00483CB0	00000309	00000014	00000000	R	.	.	.	.	.	.	.
